Customer ID,Customer Age (Months),Company Newsletter Interaction Count,Product Bug Task Count,Region,Vertical,Subvertical,Status,Customer Level,Year,Quarter,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel,MRR,Total Revenue,Help Ticket Count,Help Ticket Lead Time (hours)
CRM-1441400,5,0.0,0.0,Spain,Retail,Sports,Churn,Semi-Enterprise,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-679600,32,0.0,0.0,Turkey,Media and Publishing,Content Websites,Churn,Enterprise,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-1449200,1,0.0,0.0,Australia,Internet and Telecom,Internet and Telecom,Churn,Enterprise,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-205900,62,0.0,693.0,Turkey,Media and Publishing,Content Websites,Churn,Enterprise,2022.0,2.0,8.2,4.0,3.0,3.6,4.0,2.0,0.0,0.0,26.0,1406.0
CRM-1171350,24,0.0,0.0,Taiwan,Retail,Marketplace,Churn,Long-tail,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-754150,10,0.0,0.0,CEE,Retail,Cosmetics,Churn,Long-tail,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-1502000,13,0.0,0.0,Turkey,Retail,Gifts,Churn,Long-tail,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,10.0,481.0
CRM-927650,5,0.0,0.0,Turkey,Retail,Gifts,Churn,Long-tail,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-542800,17,0.0,0.0,Turkey,Real Estate,Real Estate,Churn,Semi-Enterprise,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
CRM-152800,33,0.0,0.0,CEE,Gaming,Gaming,Churn,Long-tail,2022.0,2.0,8.354166666666668,4.267857142857142,3.3333333333333335,4.0,4.0,3.1833333333333336,0.0,0.0,0.0,0.0
